Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 1_24Hrs	Peptides 1_24Hrs_virus	Peptides 1_2Hrs	Peptides 1_2Hrs_virus	Peptides 2_24Hrs	Peptides 2_24Hrs_virus	Peptides 2_2Hrs	Peptides 2_2Hrs_virus	Peptides 3_24Hrs	Peptides 3_24Hrs_virus	Peptides 3_2Hrs	Peptides 3_2Hrs_virus	Razor + unique peptides 1_24Hrs	Razor + unique peptides 1_24Hrs_virus	Razor + unique peptides 1_2Hrs	Razor + unique peptides 1_2Hrs_virus	Razor + unique peptides 2_24Hrs	Razor + unique peptides 2_24Hrs_virus	Razor + unique peptides 2_2Hrs	Razor + unique peptides 2_2Hrs_virus	Razor + unique peptides 3_24Hrs	Razor + unique peptides 3_24Hrs_virus	Razor + unique peptides 3_2Hrs	Razor + unique peptides 3_2Hrs_virus	Unique peptides 1_24Hrs	Unique peptides 1_24Hrs_virus	Unique peptides 1_2Hrs	Unique peptides 1_2Hrs_virus	Unique peptides 2_24Hrs	Unique peptides 2_24Hrs_virus	Unique peptides 2_2Hrs	Unique peptides 2_2Hrs_virus	Unique peptides 3_24Hrs	Unique peptides 3_24Hrs_virus	Unique peptides 3_2Hrs	Unique peptides 3_2Hrs_virus	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 1_24Hrs	Identification type 1_24Hrs_virus	Identification type 1_2Hrs	Identification type 1_2Hrs_virus	Identification type 2_24Hrs	Identification type 2_24Hrs_virus	Identification type 2_2Hrs	Identification type 2_2Hrs_virus	Identification type 3_24Hrs	Identification type 3_24Hrs_virus	Identification type 3_2Hrs	Identification type 3_2Hrs_virus	Sequence coverage 1_24Hrs [%]	Sequence coverage 1_24Hrs_virus [%]	Sequence coverage 1_2Hrs [%]	Sequence coverage 1_2Hrs_virus [%]	Sequence coverage 2_24Hrs [%]	Sequence coverage 2_24Hrs_virus [%]	Sequence coverage 2_2Hrs [%]	Sequence coverage 2_2Hrs_virus [%]	Sequence coverage 3_24Hrs [%]	Sequence coverage 3_24Hrs_virus [%]	Sequence coverage 3_2Hrs [%]	Sequence coverage 3_2Hrs_virus [%]	Intensity	Intensity 1_24Hrs	Intensity 1_24Hrs_virus	Intensity 1_2Hrs	Intensity 1_2Hrs_virus	Intensity 2_24Hrs	Intensity 2_24Hrs_virus	Intensity 2_2Hrs	Intensity 2_2Hrs_virus	Intensity 3_24Hrs	Intensity 3_24Hrs_virus	Intensity 3_2Hrs	Intensity 3_2Hrs_virus	LFQ intensity 1_24Hrs	LFQ intensity 1_24Hrs_virus	LFQ intensity 1_2Hrs	LFQ intensity 1_2Hrs_virus	LFQ intensity 2_24Hrs	LFQ intensity 2_24Hrs_virus	LFQ intensity 2_2Hrs	LFQ intensity 2_2Hrs_virus	LFQ intensity 3_24Hrs	LFQ intensity 3_24Hrs_virus	LFQ intensity 3_2Hrs	LFQ intensity 3_2Hrs_virus	MS/MS count 1_24Hrs	MS/MS count 1_24Hrs_virus	MS/MS count 1_2Hrs	MS/MS count 1_2Hrs_virus	MS/MS count 2_24Hrs	MS/MS count 2_24Hrs_virus	MS/MS count 2_2Hrs	MS/MS count 2_2Hrs_virus	MS/MS count 3_24Hrs	MS/MS count 3_24Hrs_virus	MS/MS count 3_2Hrs	MS/MS count 3_2Hrs_virus	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
sp|Q9NX63|MIC19_HUMAN;tr|C9JRZ6|C9JRZ6_HUMAN;tr|F8WAR4|F8WAR4_HUMAN;tr|A0A286YEX5|A0A286YEX5_HUMAN	sp|Q9NX63|MIC19_HUMAN;tr|C9JRZ6|C9JRZ6_HUMAN;tr|F8WAR4|F8WAR4_HUMAN	3;3;3;1	3;3;3;1	3;3;3;1	sp|Q9NX63|MIC19_HUMAN MICOS complex subunit MIC19 OS=Homo sapiens OX=9606 GN=CHCHD3 PE=1 SV=1;tr|C9JRZ6|C9JRZ6_HUMAN MICOS complex subunit OS=Homo sapiens OX=9606 GN=CHCHD3 PE=1 SV=2;tr|F8WAR4|F8WAR4_HUMAN MICOS complex subunit OS=Homo sapiens OX=9606 GN=C	4	3	3	3	1	1	2	2	2	2	1	1	1	1	1	2	1	1	2	2	2	2	1	1	1	1	1	2	1	1	2	2	2	2	1	1	1	1	1	2	11.9	11.9	11.9	26.152	227	227;232;241;101	0	22.46	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	4.8	4.8	8.4	8.4	8.4	8.4	4.8	4.8	4.8	4.8	4.8	8.4	666160000	60940000	28177000	69551000	43388000	47443000	0	33663000	53503000	61216000	127040000	42552000	98686000	0	0	74001000	0	35957000	0	0	0	0	0	0	0	5	6	7	7	6	4	5	5	4	3	3	5	60				1600	11;2703;4161	True;True;True	11;2734;4216	87;88;89;90;23000;23001;35117;35118;35119;35120;35121;35122;35123;35124;35125;35126;35127;35128;35129;35130	185;186;187;188;54148;54149;81343;81344;81345;81346;81347;81348;81349;81350;81351;81352;81353;81354;81355;81356;81357;81358;81359;81360;81361;81362;81363;81364;81365;81366;81367;81368;81369;81370;81371;81372;81373;81374;81375;81376;81377;81378;81379;81380;81381;81382;81383;81384;81385;81386;81387;81388;81389;81390;81391;81392;81393;81394;81395;81396	187;54148;81362			-1;-1;-1;-1
sp|Q9NXA8|SIR5_HUMAN	sp|Q9NXA8|SIR5_HUMAN	1	1	1	sp|Q9NXA8|SIR5_HUMAN NAD-dependent protein deacylase sirtuin-5, mitochondrial OS=Homo sapiens OX=9606 GN=SIRT5 PE=1 SV=2	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5.2	5.2	5.2	33.881	310	310	0	4.8336			By MS/MS										0	0	5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2				1601	1439	True	1453	12313;12314	29666;29667	29667			-1
tr|H3BNW0|H3BNW0_HUMAN;sp|Q9NXG2|THUM1_HUMAN	tr|H3BNW0|H3BNW0_HUMAN;sp|Q9NXG2|THUM1_HUMAN	1;1	1;1	1;1	tr|H3BNW0|H3BNW0_HUMAN THUMP domain-containing protein 1 OS=Homo sapiens OX=9606 GN=THUMPD1 PE=1 SV=1;sp|Q9NXG2|THUM1_HUMAN THUMP domain-containing protein 1 OS=Homo sapiens OX=9606 GN=THUMPD1 PE=1 SV=2	2	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	9.7	9.7	9.7	15.761	145	145;353	0	19.65	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS	By MS/MS	9.7	9.7	9.7	9.7	9.7	9.7	9.7	9.7	0	9.7	9.7	9.7	42579000	3751200	0	3289000	3717900	6785800	6210100	4234800	7480800	0	2869000	2078100	2162500	0	0	0	0	0	0	0	0	0	0	0	1969600	3	2	2	3	3	2	2	3	0	2	2	2	26				1602	26	True	26	186;187;188;189;190;191;192;193;194;195;196;197	438;439;440;441;442;443;444;445;446;447;448;449;450;451;452;453;454;455;456;457;458;459;460;461;462;463	462			-1;-1
sp|Q9NY33|DPP3_HUMAN;tr|G3V1D3|G3V1D3_HUMAN;tr|G3V180|G3V180_HUMAN	sp|Q9NY33|DPP3_HUMAN;tr|G3V1D3|G3V1D3_HUMAN;tr|G3V180|G3V180_HUMAN	2;2;2	2;2;2	2;2;2	sp|Q9NY33|DPP3_HUMAN Dipeptidyl peptidase 3 OS=Homo sapiens OX=9606 GN=DPP3 PE=1 SV=2;tr|G3V1D3|G3V1D3_HUMAN Dipeptidyl peptidase 3 OS=Homo sapiens OX=9606 GN=DPP3 PE=1 SV=1;tr|G3V180|G3V180_HUMAN Dipeptidyl peptidase 3 OS=Homo sapiens OX=9606 GN=DPP3 PE=1	3	2	2	2	1	0	0	1	1	1	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0	5	5	5	82.588	737	737;756;757	0	70.116	By MS/MS			By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS	By MS/MS			1.6	0	0	3.4	1.6	1.6	0	1.6	1.6	1.6	0	0	333290000	48951000	0	0	44500000	47144000	39577000	0	40405000	35661000	77051000	0	0	0	0	0	43220000	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	3	2	0	0	8				1603	1475;4374	True;True	1489;4430	12611;12612;12613;12614;12615;12616;36918	30317;30318;30319;30320;30321;30322;30323;30324;30325;30326;85318	30318;85318			-1;-1;-1
sp|Q9NYL9|TMOD3_HUMAN;tr|H0YKU1|H0YKU1_HUMAN;tr|H0YNJ8|H0YNJ8_HUMAN	sp|Q9NYL9|TMOD3_HUMAN;tr|H0YKU1|H0YKU1_HUMAN;tr|H0YNJ8|H0YNJ8_HUMAN	3;2;2	3;2;2	3;2;2	sp|Q9NYL9|TMOD3_HUMAN Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1;tr|H0YKU1|H0YKU1_HUMAN Tropomodulin-3 (Fragment) OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1;tr|H0YNJ8|H0YNJ8_HUMAN Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1	3	3	3	3	2	3	3	2	3	2	1	2	0	2	2	1	2	3	3	2	3	2	1	2	0	2	2	1	2	3	3	2	3	2	1	2	0	2	2	1	9.4	9.4	9.4	39.594	352	352;187;213	0	9.1431	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS	By matching	6.8	9.4	9.4	6.8	9.4	6.8	2.8	6.5	0	6.5	6.5	4	1099600000	130760000	119120000	148740000	123330000	174200000	97710000	26013000	91994000	0	55734000	61401000	70595000	111800000	98837000	148650000	132880000	142510000	92912000	0	0	0	0	0	0	0	2	7	4	6	4	1	6	0	1	4	0	35				1604	968;2932;3737	True;True;True	977;2968;3789	8268;8269;8270;8271;8272;8273;8274;8275;8276;8277;24964;24965;24966;24967;24968;24969;24970;31632;31633;31634;31635;31636;31637;31638;31639;31640;31641	19671;19672;19673;19674;19675;19676;19677;19678;19679;19680;58522;58523;58524;72991;72992;72993;72994;72995;72996;72997;72998;72999;73000;73001;73002;73003;73004;73005;73006;73007;73008;73009;73010;73011;73012	19676;58524;72993			-1;-1;-1
sp|Q9NYU2|UGGG1_HUMAN	sp|Q9NYU2|UGGG1_HUMAN	6	6	6	sp|Q9NYU2|UGGG1_HUMAN UDP-glucose:glycoprotein glucosyltransferase 1 OS=Homo sapiens OX=9606 GN=UGGT1 PE=1 SV=3	1	6	6	6	2	2	4	3	4	2	3	3	2	3	3	2	2	2	4	3	4	2	3	3	2	3	3	2	2	2	4	3	4	2	3	3	2	3	3	2	4.2	4.2	4.2	177.19	1555	1555	0	12.957	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	1.3	1.7	3	2	3	1.3	2.1	2.4	1.3	2.2	2	1.2	986680000	137420000	45802000	90598000	71985000	94374000	104240000	102830000	38532000	57239000	153590000	66597000	23472000	138780000	0	81667000	0	0	0	84982000	0	0	0	0	0	4	0	6	0	0	4	4	2	4	3	4	1	32				1605	1095;1385;2022;2870;4200;4233	True;True;True;True;True;True	1105;1399;2041;2904;4255;4288	9309;9310;9311;9312;9313;11838;11839;11840;11841;11842;17318;17319;17320;17321;17322;17323;17324;24426;24427;24428;24429;24430;24431;24432;35412;35413;35414;35415;35416;35417;35418;35419;35420;35638	21959;21960;21961;28698;28699;28700;41477;41478;41479;41480;41481;41482;41483;41484;41485;41486;41487;41488;41489;41490;41491;41492;41493;41494;41495;41496;41497;41498;57254;57255;57256;57257;57258;81944;81945;81946;81947;81948;81949;81950;81951;81952;81953;81954;82435	21960;28698;41485;57256;81945;82435			-1
sp|Q9NZ08|ERAP1_HUMAN;tr|H0Y9X5|H0Y9X5_HUMAN	sp|Q9NZ08|ERAP1_HUMAN	7;1	7;1	7;1	sp|Q9NZ08|ERAP1_HUMAN Endoplasmic reticulum aminopeptidase 1 OS=Homo sapiens OX=9606 GN=ERAP1 PE=1 SV=3	2	7	7	7	2	3	5	3	1	1	2	3	1	1	1	2	2	3	5	3	1	1	2	3	1	1	1	2	2	3	5	3	1	1	2	3	1	1	1	2	8.1	8.1	8.1	107.23	941	941;144	0	38.079	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	2.2	3.5	5.6	3.6	1.4	1.4	2.1	3.5	1.4	1.5	1.4	2.6	3231900000	105680000	284360000	187900000	450800000	622470000	453440000	56185000	184140000	166680000	57558000	278140000	384520000	207110000	0	121480000	0	0	0	0	141190000	0	0	0	281510000	2	6	11	5	4	5	2	7	0	5	0	2	49				1606	715;1185;1421;1792;3164;3893;4031	True;True;True;True;True;True;True	721;1195;1435;1809;3206;3947;4085	6173;6174;6175;6176;10097;10098;10099;12141;15417;15418;15419;15420;15421;15422;26992;26993;26994;26995;26996;26997;26998;26999;27000;27001;27002;27003;32830;32831;34089;34090	14582;14583;14584;14585;14586;14587;14588;24084;24085;29305;37131;37132;37133;37134;37135;37136;37137;37138;37139;63049;63050;63051;63052;63053;63054;63055;63056;63057;63058;63059;63060;63061;63062;63063;63064;63065;63066;63067;63068;76190;76191;76192;76193;76194;76195;76196;76197;76198;76199;78844;78845;78846	14583;24084;29305;37132;63060;76191;78845	379	692	-1;-1
tr|F5GZ49|F5GZ49_HUMAN;tr|F5H0U5|F5H0U5_HUMAN;sp|Q9NZD2|GLTP_HUMAN	tr|F5GZ49|F5GZ49_HUMAN;tr|F5H0U5|F5H0U5_HUMAN;sp|Q9NZD2|GLTP_HUMAN	1;1;1	1;1;1	1;1;1	tr|F5GZ49|F5GZ49_HUMAN Glycolipid transfer protein OS=Homo sapiens OX=9606 GN=GLTP PE=1 SV=1;tr|F5H0U5|F5H0U5_HUMAN Glycolipid transfer protein OS=Homo sapiens OX=9606 GN=GLTP PE=1 SV=1;sp|Q9NZD2|GLTP_HUMAN Glycolipid transfer protein OS=Homo sapiens OX=96	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	22.4	22.4	22.4	7.2826	67	67;190;209	0	25.141	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		22.4	22.4	22.4	22.4	22.4	22.4	22.4	22.4	22.4	22.4	22.4	0	880920000	36313000	68662000	50250000	45767000	58215000	95803000	78519000	89631000	121120000	100430000	136210000	0	0	0	0	0	0	0	0	0	0	0	155580000	0	0	0	0	1	2	0	0	0	1	1	1	0	6				1607	226	True	226	1761;1762;1763;1764;1765;1766;1767;1768;1769;1770;1771	4431;4432;4433;4434;4435;4436;4437;4438;4439;4440;4441;4442	4435			-1;-1;-1
sp|Q9NZD8|SPG21_HUMAN;tr|H0YLT5|H0YLT5_HUMAN;tr|H0YKM6|H0YKM6_HUMAN;tr|H0YMB7|H0YMB7_HUMAN;tr|H0YKB0|H0YKB0_HUMAN;tr|H3BRR0|H3BRR0_HUMAN	sp|Q9NZD8|SPG21_HUMAN;tr|H0YLT5|H0YLT5_HUMAN;tr|H0YKM6|H0YKM6_HUMAN;tr|H0YMB7|H0YMB7_HUMAN;tr|H0YKB0|H0YKB0_HUMAN;tr|H3BRR0|H3BRR0_HUMAN	2;1;1;1;1;1	2;1;1;1;1;1	2;1;1;1;1;1	sp|Q9NZD8|SPG21_HUMAN Maspardin OS=Homo sapiens OX=9606 GN=SPG21 PE=1 SV=1;tr|H0YLT5|H0YLT5_HUMAN Maspardin (Fragment) OS=Homo sapiens OX=9606 GN=SPG21 PE=1 SV=8;tr|H0YKM6|H0YKM6_HUMAN Maspardin OS=Homo sapiens OX=9606 GN=SPG21 PE=1 SV=1;tr|H0YMB7|H0YMB7_H	6	2	2	2	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	13	13	13	34.96	308	308;102;129;141;150;154	0	145.7	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	13	6.5	6.5	13	6.5	6.5	6.5	6.5	6.5	6.5	6.5	6.5	351000000	70528000	20311000	46587000	53740000	28024000	18278000	33645000	33542000	10445000	19120000	9662600	7119600	0	0	0	52195000	0	0	0	0	0	0	0	0	2	0	2	1	1	2	1	3	2	3	2	3	22				1608	648;4315	True;True	654;4371	5604;5605;5606;5607;5608;5609;5610;5611;5612;5613;5614;5615;36430;36431	13317;13318;13319;13320;13321;13322;13323;13324;13325;13326;13327;13328;13329;13330;13331;13332;13333;13334;13335;13336;13337;13338;13339;84271;84272	13318;84271			-1;-1;-1;-1;-1;-1
tr|K7EN20|K7EN20_HUMAN;tr|K7EL16|K7EL16_HUMAN;sp|Q9NZL4|HPBP1_HUMAN	tr|K7EN20|K7EN20_HUMAN;tr|K7EL16|K7EL16_HUMAN;sp|Q9NZL4|HPBP1_HUMAN	1;1;1	1;1;1	1;1;1	tr|K7EN20|K7EN20_HUMAN Hsp70-binding protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=HSPBP1 PE=1 SV=1;tr|K7EL16|K7EL16_HUMAN Hsp70-binding protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=HSPBP1 PE=1 SV=1;sp|Q9NZL4|HPBP1_HUMAN Hsp70-binding protein 1 OS=Hom	3	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	26.8	26.8	26.8	10.614	97	97;214;359	0	8.5924							By MS/MS						0	0	0	0	0	0	26.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1				1609	28	True	28	206	491	491			-1;-1;-1
sp|Q9NZM1|MYOF_HUMAN;tr|H0YD14|H0YD14_HUMAN	sp|Q9NZM1|MYOF_HUMAN;tr|H0YD14|H0YD14_HUMAN	8;4	8;4	8;4	sp|Q9NZM1|MYOF_HUMAN Myoferlin OS=Homo sapiens OX=9606 GN=MYOF PE=1 SV=1;tr|H0YD14|H0YD14_HUMAN Myoferlin (Fragment) OS=Homo sapiens OX=9606 GN=MYOF PE=1 SV=1	2	8	8	8	5	3	6	4	6	5	5	5	4	3	2	3	5	3	6	4	6	5	5	5	4	3	2	3	5	3	6	4	6	5	5	5	4	3	2	3	6	6	6	234.71	2061	2061;1177	0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	3.7	2.4	4.7	3.3	4.7	3.7	3.5	3.9	3.2	1.8	1.4	1.9	2373900000	243680000	170610000	287060000	215870000	479060000	258920000	233710000	261840000	69922000	56611000	51688000	44993000	200870000	0	290780000	0	325490000	201160000	275540000	207880000	98868000	87391000	0	0	7	6	8	6	11	10	9	7	3	8	0	4	79				1610	655;966;1230;1725;2278;2349;3066;4326	True;True;True;True;True;True;True;True	661;975;1240;1740;2304;2375;3106;4382	5656;5657;5658;5659;5660;5661;5662;8257;10484;10485;14818;14819;14820;14821;14822;14823;14824;14825;14826;19317;19318;19319;19320;19321;19322;19323;19899;19900;19901;19902;19903;19904;19905;19906;19907;19908;26015;26016;26017;26018;26019;26020;26021;26022;26023;26024;36508;36509;36510;36511;36512	13436;13437;13438;13439;13440;13441;13442;19649;24964;24965;35181;35182;35183;35184;35185;35186;35187;35188;35189;35190;35191;35192;35193;35194;35195;35196;35197;35198;35199;35200;35201;35202;35203;35204;35205;35206;35207;35208;35209;35210;35211;35212;35213;35214;35215;35216;35217;35218;35219;35220;35221;35222;35223;35224;35225;35226;35227;35228;35229;35230;35231;35232;35233;35234;35235;45809;45810;45811;45812;45813;45814;45815;47017;47018;47019;47020;47021;47022;47023;47024;47025;47026;47027;47028;47029;47030;47031;47032;47033;47034;47035;47036;47037;47038;47039;60848;60849;60850;60851;60852;60853;60854;60855;60856;84401;84402;84403;84404;84405	13440;19649;24965;35224;45812;47022;60852;84403	380	1213	-1;-1
tr|A0A087WVF7|A0A087WVF7_HUMAN;sp|Q9NZM3|ITSN2_HUMAN	tr|A0A087WVF7|A0A087WVF7_HUMAN;sp|Q9NZM3|ITSN2_HUMAN	1;1	1;1	1;1	tr|A0A087WVF7|A0A087WVF7_HUMAN Intersectin-2 OS=Homo sapiens OX=9606 GN=ITSN2 PE=1 SV=1;sp|Q9NZM3|ITSN2_HUMAN Intersectin-2 OS=Homo sapiens OX=9606 GN=ITSN2 PE=1 SV=3	2	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1.3	1.3	1.3	191.6	1680	1680;1697	0	3.7415	By MS/MS		By MS/MS										1.3	0	1.3	0	0	0	0	0	0	0	0	0	28154000	9890300	0	18263000	0	0	0	0	0	0	0	0	0	0	0	18263000	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2				1611	1745	True	1760	15048;15049	36151;36152	36151			-1;-1
tr|A0A0A0MRN5|A0A0A0MRN5_HUMAN;sp|Q9NZT2|OGFR_HUMAN	tr|A0A0A0MRN5|A0A0A0MRN5_HUMAN;sp|Q9NZT2|OGFR_HUMAN	1;1	1;1	1;1	tr|A0A0A0MRN5|A0A0A0MRN5_HUMAN Opioid growth factor receptor OS=Homo sapiens OX=9606 GN=OGFR PE=1 SV=1;sp|Q9NZT2|OGFR_HUMAN Opioid growth factor receptor OS=Homo sapiens OX=9606 GN=OGFR PE=1 SV=3	2	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1.9	1.9	1.9	67.194	625	625;677	0	3.4845	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS					1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	0	0	0	0	26090000	8745900	0	17344000	0	0	0	0	0	0	0	0	0	0	0	17344000	0	0	0	0	0	0	0	0	0	3	2	0	2	2	2	2	1	0	0	0	0	14				1612	3831	True	3885	32342;32343;32344;32345;32346;32347;32348;32349;32350;32351;32352;32353;32354	74949;74950;74951;74952;74953;74954;74955;74956;74957;74958;74959;74960;74961;74962;74963	74949			-1;-1
sp|Q9NZU1|FLRT1_HUMAN	sp|Q9NZU1|FLRT1_HUMAN	1	1	1	sp|Q9NZU1|FLRT1_HUMAN Leucine-rich repeat transmembrane protein FLRT1 OS=Homo sapiens OX=9606 GN=FLRT1 PE=1 SV=3	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	1	1	0	0	0	1	1	1	0	2	2	2	71.358	646	646	0.0086605	1.136	By MS/MS			By MS/MS	By MS/MS				By MS/MS	By MS/MS	By MS/MS		2	0	0	2	2	0	0	0	2	2	2	0	302400000	62190000	0	0	0	108240000	0	0	0	0	131970000	0	0	0	0	0	0	0	0	0	0	0	102850000	0	0	1	0	0	1	2	0	0	0	1	3	2	0	10				1613	2347	True	2373	19885;19886;19887;19888;19889;19890;19891	46989;46990;46991;46992;46993;46994;46995;46996;46997;46998	46997			-1
sp|Q9NZZ3|CHMP5_HUMAN	sp|Q9NZZ3|CHMP5_HUMAN	1	1	1	sp|Q9NZZ3|CHMP5_HUMAN Charged multivesicular body protein 5 OS=Homo sapiens OX=9606 GN=CHMP5 PE=1 SV=1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	7.3	7.3	7.3	24.57	219	219	0	32.174		By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS			0	7.3	0	7.3	7.3	7.3	7.3	7.3	7.3	7.3	0	0	344620000	0	47752000	0	52800000	74692000	45205000	0	71292000	52880000	0	0	0	0	0	0	0	0	0	0	0	55800000	0	0	0	0	4	0	8	3	2	4	2	3	2	0	0	28				1614	285	True	285	2281;2282;2283;2284;2285;2286;2287;2288;2289;2290;2291;2292	5710;5711;5712;5713;5714;5715;5716;5717;5718;5719;5720;5721;5722;5723;5724;5725;5726;5727;5728;5729;5730;5731;5732;5733;5734;5735;5736;5737	5728			-1
tr|H3BPZ1|H3BPZ1_HUMAN;sp|Q9P035|HACD3_HUMAN;tr|H3BS72|H3BS72_HUMAN;tr|H3BRL8|H3BRL8_HUMAN	tr|H3BPZ1|H3BPZ1_HUMAN;sp|Q9P035|HACD3_HUMAN;tr|H3BS72|H3BS72_HUMAN;tr|H3BRL8|H3BRL8_HUMAN	2;2;2;1	2;2;2;1	2;2;2;1	tr|H3BPZ1|H3BPZ1_HUMAN Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase OS=Homo sapiens OX=9606 GN=HACD3 PE=1 SV=1;sp|Q9P035|HACD3_HUMAN Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 OS=Homo sapiens OX=9606 GN=HACD3 PE=1 SV=2;tr|H3BS72|H3BS72_HUMA	4	2	2	2	1	1	1	2	1	0	1	1	1	0	0	1	1	1	1	2	1	0	1	1	1	0	0	1	1	1	1	2	1	0	1	1	1	0	0	1	9.5	9.5	9.5	40.069	337	337;362;400;245	0	12.998	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS	By MS/MS			By matching	6.5	6.5	6.5	9.5	6.5	0	6.5	6.5	6.5	0	0	6.5	558800000	81081000	45029000	88827000	139710000	36009000	0	54163000	70382000	16880000	0	0	26716000	0	0	0	0	0	0	0	54638000	0	0	0	0	2	3	1	2	3	0	3	4	0	0	0	0	18				1615	1367;1458	True;True	1381;1472	11690;12508;12509;12510;12511;12512;12513;12514;12515;12516;12517	28378;28379;30047;30048;30049;30050;30051;30052;30053;30054;30055;30056;30057;30058;30059;30060;30061;30062	28379;30056			-1;-1;-1;-1
